Journal,USD,USD cleaned
Computers and Electronics in Agriculture,"3,510",3510
Journal of Chromatography A,"3,510",3510
Pesticide Biochemistry and Physiology,"3,510",3510
Research in Social and Administrative Pharmacy,"3,510",3510
Seminars in Perinatology,"3,510",3510
Biomass & Bioenergy,"3,520",3520
Earth and Planetary Science Letters,"3,520",3520
Journal of Food Engineering,"3,520",3520
Algal Research,"3,530",3530
Clinical Microbiology and Infection,"3,530",3530
Journal of Accounting and Economics,"3,530",3530
Resuscitation,"3,530",3530
Technovation,"3,530",3530
Body Image,"3,540",3540
Endocrinology & Metabolism Clinics of North America,"3,540",3540
Journal of Biomechanics,"3,540",3540
Journal of Professional Nursing,"3,540",3540
NDT & E International,"3,540",3540
Surgery,"3,540",3540
Behaviour Research and Therapy,"3,550",3550
Composite Structures,"3,550",3550
Environmental Pollution,"3,550",3550
Environmental Research,"3,550",3550
Environmental Science & Policy,"3,550",3550
European Urology Focus,"3,550",3550
Geoderma,"3,550",3550
Journal of Vascular Surgery,"3,550",3550
Neuropharmacology,"3,550",3550
Psychology of Sport and Exercise,"3,550",3550
Seminars in Arthritis and Rheumatism,"3,550",3550
Trends in Environmental Analytical Chemistry,"3,550",3550
Crop Protection,"3,560",3560
Current Opinion in Virology,"3,560",3560
Experimental Neurology,"3,560",3560
Gastroenterology Clinics of North America,"3,560",3560
Industrial Crops and Products,"3,560",3560
International Journal of Fatigue,"3,560",3560
Journal of Molecular Liquids,"3,560",3560
Journal of the Mechanics and Physics of Solids,"3,560",3560
Materials Science and Engineering: C,"3,560",3560
Postharvest Biology and Technology,"3,560",3560
Regulatory Toxicology and Pharmacology,"3,560",3560
Toxicology in Vitro,"3,560",3560
Advances in Biological Regulation,"3,570",3570
Automation in Construction,"3,570",3570
European Journal of Oncology Nursing,"3,570",3570
Food Packaging and Shelf Life,"3,570",3570
Journal of Archaeological Science,"3,570",3570
"Agriculture, Ecosystems & Environment","3,580",3580
Ecological Economics,"3,580",3580
Environmental Innovation and Societal Transitions,"3,590",3590
Food and Chemical Toxicology,"3,590",3590
Frontiers in Neuroendocrinology,"3,590",3590
Molecular Genetics and Metabolism,"3,590",3590
Agricultural Water Management,"3,600",3600
American Journal of Ophthalmology,"3,600",3600
Current Opinion in Green and Sustainable Chemistry,"3,600",3600
Current Opinion in Toxicology,"3,600",3600
Facial Plastic Surgery Clinics of North America,"3,600",3600
International Journal of Greenhouse Gas Control,"3,600",3600
International Journal of Radiation Oncology - Biology -  Physics,"3,600",3600
Journal of Business Venturing,"3,600",3600
Journal of the American College of Cardiology,"3,600",3600
Journal of The American College of Surgeons,"3,600",3600
Journal of Vocational Behavior,"3,600",3600
Materials Today Physics,"3,600",3600
Minerals Engineering,"3,600",3600
Molecular Phylogenetics and Evolution,"3,600",3600
Physics of Life Reviews,"3,600",3600
Reliability Engineering & System Safety,"3,600",3600
Clinical Immunology,"3,610",3610
Computers & Chemical Engineering,"3,610",3610
Current Opinion in Environmental Sustainability,"3,610",3610
Radiation Physics and Chemistry,"3,610",3610
"Brain, Behavior, and Immunity","3,620",3620
Journal of Pharmaceutical Sciences,"3,620",3620
Mutation Research - Reviews in Mutation Research,"3,630",3630
Theriogenology,"3,630",3630
Cytokine & Growth Factor Reviews,"3,640",3640
European Polymer Journal,"3,640",3640
Polymer,"3,640",3640
Polymer Degradation and Stability,"3,640",3640
Public Relations Review,"3,640",3640
Combustion and Flame,"3,650",3650
Engineering Structures,"3,650",3650
Journal of Power Sources,"3,650",3650
Neurologic Clinics,"3,650",3650
Transplantation and Cellular Therapy,"3,650",3650
Fuel,"3,660",3660
International Journal of Coal Geology,"3,660",3660
The American Journal of Medicine,"3,660",3660
Cancer Treatment Reviews,"3,670",3670
Cement and Concrete Composites,"3,670",3670
Phytochemistry,"3,670",3670
International Journal of Plasticity,"3,680",3680
Drug and Alcohol Dependence,"3,690",3690
Biochemical Pharmacology,"3,700",3700
Carbon,"3,700",3700
Current Opinion in Electrochemistry,"3,700",3700
International Journal of Heat and Mass Transfer,"3,700",3700
International Journal of Pharmaceutics,"3,700",3700
Journal of Cystic Fibrosis,"3,700",3700
Journal of The American Academy of Dermatology,"3,700",3700
Progress in Oceanography,"3,700",3700
Journal of Allergy and Clinical Immunology,"3,700",3700
The Journal of Nutritional Biochemistry,"3,700",3700
Toxicology and Applied Pharmacology,"3,700",3700
Agricultural Systems,"3,710",3710
European Journal of Agronomy,"3,720",3720
Innovative Food Science and Emerging Technologies,"3,720",3720
Biochimica et Biophysica Acta - Proteins and Proteomics,"3,730",3730
Current Opinion in Chemical Engineering,"3,730",3730
Journal of Dermatological Science,"3,730",3730
International Journal of Drug Policy,"3,740",3740
Journal of Cleaner Production,"3,740",3740
Journal of Human Evolution,"3,740",3740
Journal of Reproductive Immunology,"3,740",3740
Progress in Quantum Electronics,"3,740",3740
Psychoneuroendocrinology,"3,740",3740
Agricultural and Forest Meteorology,"3,750",3750
Aquacultural Engineering,"3,750",3750
Biochimica et Biophysica Acta - General Subjects,"3,750",3750
Biochimica et Biophysica Acta - Molecular Cell Research,"3,750",3750
Current Opinion in Biomedical Engineering,"3,750",3750
Current Opinion in Environmental Science & Health,"3,750",3750
Desalination,"3,750",3750
International Journal of Food Microbiology,"3,750",3750
LWT,"3,750",3750
The Journal of Pediatrics,"3,750",3750
Water Research,"3,750",3750
Building and Environment,"3,770",3770
Food Microbiology,"3,770",3770
Intelligence,"3,780",3780
International Journal of Oral and Maxillofacial Surgery,"3,780",3780
Nurse Education Today,"3,780",3780
Developmental Review,"3,790",3790
Meat Science,"3,790",3790
Biological Control,"3,800",3800
Chemical Engineering Journal,"3,800",3800
Clinical Gastroenterology and Hepatology,"3,800",3800
Current Opinion in Colloid & Interface Science,"3,800",3800
European Journal of Cancer,"3,800",3800
Fish and Shellfish Immunology,"3,800",3800
Food Research International,"3,800",3800
Human Resource Management Review,"3,800",3800
Journal of Catalysis,"3,800",3800
Journal of the American Medical Directors Association,"3,800",3800
Powder Technology,"3,800",3800
Remote Sensing of Environment,"3,800",3800
Solar Energy Materials & Solar Cells,"3,800",3800
Cell Calcium,"3,810",3810
Journal of Membrane Science,"3,810",3810
Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids,"3,830",3830
Journal of Proteomics,"3,830",3830
Cancer Letters,"3,840",3840
Hearing Research,"3,840",3840
The American Journal of Geriatric Psychiatry,"3,840",3840
Advances in Engineering Software,"3,850",3850
Biochimica et Biophysica Acta - Bioenergetics,"3,850",3850
Biochimica et Biophysica Acta - Gene Regulatory Mechanisms,"3,850",3850
Current Opinion in Microbiology,"3,850",3850
European Journal of Pharmaceutical Sciences,"3,850",3850
Geotextiles and Geomembranes,"3,850",3850
Hydrometallurgy,"3,850",3850
Waste Management,"3,880",3880
Biochimica et Biophysica Acta - Biomembranes,"3,900",3900
Composites Part A: Applied Science and Manufacturing,"3,900",3900
Current Opinion in Endocrine and Metabolic Research,"3,900",3900
Current Opinion in Immunology,"3,900",3900
Current Opinion in Physiology,"3,900",3900
Drug Discovery Today: Technologies,"3,900",3900
Earth-Science Reviews,"3,900",3900
Gynecologic Oncology,"3,900",3900
Molecular Therapy,"3,900",3900
Seminars in Immunology,"3,900",3900
Best Practice & Research: Clinical Obstetrics & Gynaecology,"3,920",3920
Harmful Algae,"3,930",3930
Coastal Engineering,"3,940",3940
Composites Science and Technology,"3,950",3950
Computer Methods in Applied Mechanics and Engineering,"3,950",3950
European Journal of Pharmaceutics and Biopharmaceutics,"3,950",3950
Hematology/Oncology Clinics of North America,"3,950",3950
Metabolism,"3,950",3950
Nano Energy,"3,950",3950
Orthopedic Clinics of North America,"3,950",3950
Progress in Aerospace Sciences,"3,950",3950
Tribology International,"3,950",3950
Ecosystem Services,"3,960",3960
Nano Today,"3,960",3960
Oral Oncology,"3,960",3960
The Journal of Supercritical Fluids,"3,960",3960
Clinical Therapeutics,"3,970",3970
Composites Part B: Engineering,"3,970",3970
Field Crops Research,"3,970",3970
Medical Image Analysis,"3,970",3970
Seminars in Hematology,"3,970",3970
Sensors and Actuators B: Chemical,"3,970",3970
Biological Psychiatry,"3,990",3990
Aquaculture,"4,000",4000
Clinical Psychology Review,"4,000",4000
The Internet and Higher Education,"4,000",4000
Journal of Financial Economics,"4,010",4010
Progress in Surface Science,"4,010",4010
Applied Energy,"4,020",4020
Management Accounting Research,"4,030",4030
Food Hydrocolloids,"4,050",4050
Infectious Disease Clinics of North America,"4,050",4050
The Leadership Quarterly,"4,050",4050
Biosensors and Bioelectronics,"4,080",4080
Mechanical Systems and Signal Processing,"4,100",4100
Seminars in Fetal & Neonatal Medicine,"4,100",4100
Food Control,"4,110",4110
Survey of Ophthalmology,"4,120",4120
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,"4,130",4130
Journal of Arthroplasty,"4,130",4130
Current Opinion in Genetics & Development,"4,150",4150
European Journal of Medicinal Chemistry,"4,150",4150
Matrix Biology,"4,160",4160
Blood Reviews,"4,200",4200
Cement and Concrete Research,"4,200",4200
Renewable & Sustainable Energy Reviews,"4,210",4210
Current Opinion in Neurobiology,"4,220",4220
Information Fusion,"4,230",4230
American Journal of Obstetrics & Gynecology,"4,240",4240
Bioresource Technology,"4,250",4250
Journal of Autoimmunity,"4,250",4250
Progress in Planning,"4,250",4250
Autoimmunity Reviews,"4,260",4260
Soil Biology and Biochemistry,"4,260",4260
Biochimica et Biophysica Acta - Reviews on Cancer,"4,270",4270
Current Opinion in Plant Biology,"4,300",4300
Materials Today,"4,300",4300
Surface Science Reports,"4,310",4310
International Journal of Nursing Studies,"4,340",4340
Neuroscience & Biobehavioral Reviews,"4,340",4340
Food Quality and Preference,"4,350",4350
Advances in Colloid and Interface Science,"4,370",4370
Biomaterials,"4,380",4380
Ageing Research Reviews,"4,400",4400
Current Opinion in Cell Biology,"4,400",4400
Current Opinion in Structural Biology,"4,400",4400
Forensic Science International: Genetics,"4,400",4400
Metabolic Engineering,"4,420",4420
Pharmacology & Therapeutics,"4,420",4420
Seminars in Cancer Biology,"4,450",4450
Seminars in Nuclear Medicine,"4,480",4480
Applied Catalysis B: Environmental,"4,500",4500
Molecular Aspects of Medicine,"4,500",4500
Progress in Particle and Nuclear Physics,"4,500",4500
The Ocular Surface,"4,500",4500
Trends in Food Science & Technology,"4,500",4500
Current Opinion in Chemical Biology,"4,520",4520
Carbohydrate Polymers,"4,540",4540
Journal of Controlled Release,"4,540",4540
Biotechnology Advances,"4,570",4570
Progress in Nuclear Magnetic Resonance Spectroscopy,"4,600",4600
Current Opinion in Biotechnology,"4,650",4650
Drug Resistance Updates,"4,650",4650
Trends in Analytical Chemistry,"4,670",4670
Drug Discovery Today,"4,680",4680
Coordination Chemistry Reviews,"4,700",4700
International Journal of Machine Tools and Manufacture,"4,700",4700
Global Environmental Change,"4,750",4750
International Journal of Engineering Science,"4,750",4750
Advanced Drug Delivery Reviews,"5,000",5000
European Urology,"5,000",5000
Materials Science and Engineering: R: Reports,"5,000",5000
Physics Reports,"5,000",5000
Progress in Energy and Combustion Science,"5,000",5000
Progress in Lipid Research,"5,000",5000
Progress in Materials Science,"5,000",5000
Progress in Neurobiology,"5,000",5000
Progress in Polymer Science,"5,000",5000
Progress in Retinal and Eye Research,"5,000",5000
Sleep Medicine Reviews,"5,000",5000
The American Journal of Human Genetics,"5,000",5000
The Lancet,"5,000",5000
The Lancet Child & Adolescent Health,"5,000",5000
The Lancet Diabetes & Endocrinology,"5,000",5000
The Lancet Gastroenterology & Hepatology,"5,000",5000
The Lancet Haematology,"5,000",5000
The Lancet HIV,"5,000",5000
The Lancet Infectious Diseases,"5,000",5000
The Lancet Neurology,"5,000",5000
The Lancet Oncology,"5,000",5000
The Lancet Psychiatry,"5,000",5000
The Lancet Respiratory Medicine,"5,000",5000
The Lancet Rheumatology,"5,000",5000
Current Biology,"6,700",6700
Trends in Biochemical Sciences,"6,700",6700
Trends in Biotechnology,"6,700",6700
Trends in Cancer,"6,700",6700
Trends in Cell Biology,"6,700",6700
Trends in Chemistry,"6,700",6700
Trends in Cognitive Sciences,"6,700",6700
Trends in Ecology & Evolution,"6,700",6700
Trends in Endocrinology and Metabolism,"6,700",6700
Trends in Genetics,"6,700",6700
Trends in Immunology,"6,700",6700
Trends in Microbiology,"6,700",6700
Trends in Molecular Medicine,"6,700",6700
Trends in Neurosciences,"6,700",6700
Trends in Parasitology,"6,700",6700
Trends in Pharmacological Sciences,"6,700",6700
Trends in Plant Science,"6,700",6700
Cancer Cell,"8,900",8900
Cell Chemical Biology,"8,900",8900
Cell Host & Microbe,"8,900",8900
Cell Metabolism,"8,900",8900
Cell Stem Cell,"8,900",8900
Cell Systems,"8,900",8900
Chem,"8,900",8900
Chem Catalysis,"8,900",8900
Developmental Cell,"8,900",8900
Immunity,"8,900",8900
Joule,"8,900",8900
Matter,"8,900",8900
Molecular Cell,"8,900",8900
Neuron,"8,900",8900
Structure,"8,900",8900
Cell,"9,900",9900
aBIOTECH,1990,1990
Biomedical Engineering Education,1990,1990
Genome Instability & Disease,1990,1990
Global Implementation Research and Applications,1990,1990
International Criminology,1990,1990
Journal of Science in Sport and Exercise,1990,1990
Marine Life Science & Technology,1990,1990
SN Business & Economics,1990,1990
SN Social Sciences,1990,1990
Archive for Rational Mechanics and Analysis,2690,2690
Celestial Mechanics and Dynamical Astronomy,2690,2690
Communications in Mathematical Physics,2690,2690
Environmental Processes,2690,2690
General Relativity and Gravitation,2690,2690
Journal of Forestry Research,2690,2690
Journal of Statistical Physics,2690,2690
KI - Künstliche Intelligenz,2690,2690
Letters in Mathematical Physics,2690,2690
"Mathematical Physics, Analysis and Geometry",2690,2690
Quantum Information Processing,2690,2690
"Review of Agricultural, Food and Environmental Studies",2690,2690
SICS Software-Intensive Cyber-Physical Systems,2690,2690
Mathematical Programming,2740,2740
